2024-03-13 16:58:10,357 INFO    StreamThr :68337 [internal.py:wandb_internal():86] W&B internal server running at pid: 68337, started at: 2024-03-13 16:58:10.355925
2024-03-13 16:58:10,358 DEBUG   HandlerThread:68337 [handler.py:handle_request():146] handle_request: status
2024-03-13 16:58:10,361 INFO    WriterThread:68337 [datastore.py:open_for_write():87] open: /Users/traopia/Documents/GitHub/Artistic_Influence_prediction/wandb/run-20240313_165810-aab1pvk4/run-aab1pvk4.wandb
2024-03-13 16:58:10,362 DEBUG   SenderThread:68337 [sender.py:send():378] send: header
2024-03-13 16:58:10,378 DEBUG   SenderThread:68337 [sender.py:send():378] send: run
2024-03-13 16:58:10,783 INFO    SenderThread:68337 [dir_watcher.py:__init__():211] watching files in: /Users/traopia/Documents/GitHub/Artistic_Influence_prediction/wandb/run-20240313_165810-aab1pvk4/files
2024-03-13 16:58:10,783 INFO    SenderThread:68337 [sender.py:_start_run_threads():1099] run started: aab1pvk4 with start time 1710345490.356203
2024-03-13 16:58:10,795 DEBUG   HandlerThread:68337 [handler.py:handle_request():146] handle_request: check_version
2024-03-13 16:58:10,795 DEBUG   SenderThread:68337 [sender.py:send_request():405] send_request: check_version
2024-03-13 16:58:10,911 DEBUG   HandlerThread:68337 [handler.py:handle_request():146] handle_request: run_start
2024-03-13 16:58:10,921 DEBUG   HandlerThread:68337 [system_info.py:__init__():26] System info init
2024-03-13 16:58:10,921 DEBUG   HandlerThread:68337 [system_info.py:__init__():41] System info init done
2024-03-13 16:58:10,921 INFO    HandlerThread:68337 [system_monitor.py:start():194] Starting system monitor
2024-03-13 16:58:10,921 INFO    SystemMonitor:68337 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-13 16:58:10,921 INFO    HandlerThread:68337 [system_monitor.py:probe():214] Collecting system info
2024-03-13 16:58:10,922 DEBUG   HandlerThread:68337 [system_info.py:probe():150] Probing system
2024-03-13 16:58:10,922 INFO    SystemMonitor:68337 [interfaces.py:start():190] Started cpu monitoring
2024-03-13 16:58:10,922 INFO    SystemMonitor:68337 [interfaces.py:start():190] Started disk monitoring
2024-03-13 16:58:10,926 INFO    SystemMonitor:68337 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-13 16:58:10,928 INFO    SystemMonitor:68337 [interfaces.py:start():190] Started memory monitoring
2024-03-13 16:58:10,928 INFO    SystemMonitor:68337 [interfaces.py:start():190] Started network monitoring
2024-03-13 16:58:10,932 DEBUG   HandlerThread:68337 [system_info.py:_probe_git():135] Probing git
2024-03-13 16:58:10,947 DEBUG   HandlerThread:68337 [system_info.py:_probe_git():143] Probing git done
2024-03-13 16:58:10,947 DEBUG   HandlerThread:68337 [system_info.py:probe():198] Probing system done
2024-03-13 16:58:10,947 DEBUG   HandlerThread:68337 [system_monitor.py:probe():223] {'os': 'macOS-14.2.1-arm64-arm-64bit', 'python': '3.11.7', 'heartbeatAt': '2024-03-13T15:58:10.922326', 'startedAt': '2024-03-13T15:58:10.347844', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/traopia/Documents/GitHub/Artistic_Influence_prediction/Triplet_Network.py', 'codePathLocal': 'Triplet_Network.py', 'codePath': 'Triplet_Network.py', 'git': {'remote': 'https://github.com/traopia/Artistic_Influence_prediction.git', 'commit': 'cbf9d8fef915362d62ce0e6bbb26f48273c1b47e'}, 'email': 'terryliberatore@gmail.com', 'root': '/Users/traopia/Documents/GitHub/Artistic_Influence_prediction', 'host': 'wcw-staff-145-109-83-61.wireless.uva.nl', 'username': 'traopia', 'executable': '/Users/traopia/miniconda3/envs/artsagenet_new/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 926.3517189025879, 'used': 265.8738784790039}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2024-03-13 16:58:10,947 INFO    HandlerThread:68337 [system_monitor.py:probe():224] Finished collecting system info
2024-03-13 16:58:10,947 INFO    HandlerThread:68337 [system_monitor.py:probe():227] Publishing system info
2024-03-13 16:58:10,947 DEBUG   HandlerThread:68337 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-03-13 16:58:11,789 INFO    Thread-12 :68337 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/traopia/Documents/GitHub/Artistic_Influence_prediction/wandb/run-20240313_165810-aab1pvk4/files/conda-environment.yaml
2024-03-13 16:58:12,646 DEBUG   HandlerThread:68337 [system_info.py:_save_conda():219] Saving conda packages done
2024-03-13 16:58:12,647 INFO    HandlerThread:68337 [system_monitor.py:probe():229] Finished publishing system info
2024-03-13 16:58:12,648 DEBUG   SenderThread:68337 [sender.py:send():378] send: files
2024-03-13 16:58:12,648 INFO    SenderThread:68337 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2024-03-13 16:58:12,703 DEBUG   HandlerThread:68337 [handler.py:handle_request():146] handle_request: python_packages
2024-03-13 16:58:12,703 DEBUG   HandlerThread:68337 [handler.py:handle_request():146] handle_request: stop_status
2024-03-13 16:58:12,703 DEBUG   SenderThread:68337 [sender.py:send_request():405] send_request: python_packages
2024-03-13 16:58:12,703 DEBUG   SenderThread:68337 [sender.py:send_request():405] send_request: stop_status
2024-03-13 16:58:12,704 DEBUG   HandlerThread:68337 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-13 16:58:12,793 INFO    Thread-12 :68337 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/traopia/Documents/GitHub/Artistic_Influence_prediction/wandb/run-20240313_165810-aab1pvk4/files/conda-environment.yaml
2024-03-13 16:58:12,794 INFO    Thread-12 :68337 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/traopia/Documents/GitHub/Artistic_Influence_prediction/wandb/run-20240313_165810-aab1pvk4/files/requirements.txt
2024-03-13 16:58:12,794 INFO    Thread-12 :68337 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/traopia/Documents/GitHub/Artistic_Influence_prediction/wandb/run-20240313_165810-aab1pvk4/files/wandb-metadata.json
2024-03-13 16:58:12,926 DEBUG   SenderThread:68337 [sender.py:send():378] send: telemetry
2024-03-13 16:58:12,926 DEBUG   SenderThread:68337 [sender.py:send():378] send: telemetry
2024-03-13 16:58:13,026 DEBUG   SenderThread:68337 [sender.py:send():378] send: telemetry
2024-03-13 16:58:13,126 INFO    wandb-upload_0:68337 [upload_job.py:push():131] Uploaded file /var/folders/n8/2b8brq5s3_j5bgbrqnhdxsd40000gn/T/tmp3epkq05kwandb/55jgjz8q-wandb-metadata.json
2024-03-13 16:58:13,300 DEBUG   SenderThread:68337 [sender.py:send():378] send: exit
2024-03-13 16:58:13,300 INFO    SenderThread:68337 [sender.py:send_exit():585] handling exit code: 1
2024-03-13 16:58:13,300 INFO    SenderThread:68337 [sender.py:send_exit():587] handling runtime: 2
2024-03-13 16:58:13,301 INFO    SenderThread:68337 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-13 16:58:13,301 INFO    SenderThread:68337 [sender.py:send_exit():593] send defer
2024-03-13 16:58:13,301 DEBUG   HandlerThread:68337 [handler.py:handle_request():146] handle_request: defer
2024-03-13 16:58:13,301 INFO    HandlerThread:68337 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-13 16:58:13,301 DEBUG   SenderThread:68337 [sender.py:send_request():405] send_request: defer
2024-03-13 16:58:13,301 INFO    SenderThread:68337 [sender.py:send_request_defer():609] handle sender defer: 0
2024-03-13 16:58:13,301 INFO    SenderThread:68337 [sender.py:transition_state():613] send defer: 1
2024-03-13 16:58:13,301 DEBUG   HandlerThread:68337 [handler.py:handle_request():146] handle_request: defer
2024-03-13 16:58:13,301 INFO    HandlerThread:68337 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-13 16:58:13,301 DEBUG   SenderThread:68337 [sender.py:send_request():405] send_request: defer
2024-03-13 16:58:13,301 INFO    SenderThread:68337 [sender.py:send_request_defer():609] handle sender defer: 1
2024-03-13 16:58:13,301 INFO    SenderThread:68337 [sender.py:transition_state():613] send defer: 2
